t_us,cmd_deg,meas_deg
2762,2.0,1.8666702117299565
5487,2.0,1.8666702117299565
8215,2.0,1.8666702117299565
10938,2.0,1.8666702117299565
13661,2.0,2.933334025440519
16386,2.0,2.933334025440519
19108,2.0,2.933334025440519
21829,2.0,-3.999997839151081
24550,2.0,-3.999997839151081
27270,2.0,-3.999997839151081
29992,2.0,1.3333348897800863
32714,2.0,1.3333348897800863
35445,2.0,1.3333348897800863
38166,2.0,5.599996974811514
40888,2.0,5.599996974811514
43608,2.0,5.599996974811514
46329,2.0,5.599996974811514
49049,2.0,2.933334025440519
51771,2.0,2.933334025440519
54494,2.0,2.933334025440519
57215,2.0,3.999997839151081
59935,2.0,3.999997839151081
62657,2.0,3.999997839151081
65384,2.0,5.0666684830508215
68104,2.0,5.0666684830508215
70824,2.0,5.0666684830508215
73547,2.0,3.466662517201211
76267,2.0,3.466662517201211
78987,2.0,3.466662517201211
81707,2.0,3.466662517201211
84436,2.0,5.0666684830508215
87157,2.0,5.0666684830508215
89877,2.0,5.0666684830508215
92598,2.0,3.999997839151081
95319,2.0,3.999997839151081
98040,2.0,3.999997839151081
100760,2.0,3.999997839151081
103480,2.0,3.999997839151081
106202,2.0,3.999997839151081
108927,2.0,4.533333161100951
111647,2.0,4.533333161100951
114368,2.0,4.533333161100951
117090,2.0,4.533333161100951
119810,2.0,3.466662517201211
122531,2.0,3.466662517201211
125251,2.0,3.466662517201211
127973,2.0,3.999997839151081
130693,2.0,3.999997839151081
133414,2.0,3.999997839151081
136134,2.0,4.533333161100951
138856,2.0,4.533333161100951
141576,2.0,4.533333161100951
144297,2.0,3.466662517201211
147018,2.0,3.466662517201211
149744,2.0,3.466662517201211
152470,2.0,3.466662517201211
155190,2.0,3.466662517201211
157910,2.0,3.466662517201211
160633,2.0,3.466662517201211
163353,2.0,3.999997839151081
166073,2.0,3.999997839151081
168793,2.0,3.999997839151081
171515,2.0,3.466662517201211
174235,2.0,3.466662517201211
176956,2.0,3.466662517201211
179676,2.0,3.999997839151081
182398,2.0,3.999997839151081
185118,2.0,3.999997839151081
187838,2.0,3.999997839151081
190557,2.0,3.999997839151081
193279,2.0,3.999997839151081
195999,2.0,3.999997839151081
198719,2.0,3.999997839151081
201449,2.0,3.999997839151081
204174,2.0,3.999997839151081
206894,2.0,3.466662517201211
209615,2.0,3.466662517201211
212337,2.0,3.466662517201211
215059,2.0,2.933334025440519
217779,2.0,2.933334025440519
220499,2.0,2.933334025440519
223219,2.0,2.933334025440519
225940,2.0,3.466662517201211
228667,2.0,3.466662517201211
231387,2.0,3.466662517201211
234107,2.0,3.999997839151081
236829,2.0,3.999997839151081
239549,2.0,3.999997839151081
242269,2.0,3.999997839151081
244990,2.0,3.999997839151081
247712,2.0,3.999997839151081
250438,2.0,3.999997839151081
253159,2.0,3.999997839151081
255879,2.0,3.999997839151081
258601,2.0,3.999997839151081
261321,2.0,3.999997839151081
264042,2.0,3.999997839151081
266762,2.0,3.999997839151081
269484,2.0,3.999997839151081
272205,2.0,3.999997839151081
274926,2.0,3.999997839151081
277646,2.0,2.933334025440519
280367,2.0,2.933334025440519
283092,2.0,2.933334025440519
285812,2.0,2.399998703490649
288532,2.0,2.399998703490649
291254,2.0,2.399998703490649
293974,2.0,2.399998703490649
296694,2.0,3.999997839151081
299421,2.0,3.999997839151081
302143,2.0,3.999997839151081
304863,2.0,4.533333161100951
307584,2.0,4.533333161100951
310304,2.0,4.533333161100951
313025,2.0,3.999997839151081
315746,2.0,3.999997839151081
318466,2.0,3.999997839151081
321186,2.0,3.999997839151081
323907,2.0,3.999997839151081
326627,2.0,3.999997839151081
329347,2.0,3.999997839151081
332067,2.0,3.466662517201211
334789,2.0,3.466662517201211
337509,2.0,3.466662517201211
340229,2.0,2.933334025440519
342949,2.0,2.933334025440519
345671,2.0,2.933334025440519
348391,2.0,6.133332296761384
351111,2.0,6.133332296761384
353832,2.0,6.133332296761384
356554,2.0,5.599996974811514
359274,2.0,5.599996974811514
361994,2.0,5.599996974811514
364714,2.0,5.599996974811514
367442,2.0,3.466662517201211
370163,2.0,3.466662517201211
372889,2.0,3.466662517201211
375609,2.0,3.999997839151081
378330,2.0,3.999997839151081
381050,2.0,3.999997839151081
383770,2.0,4.533333161100951
386490,2.0,4.533333161100951
389212,2.0,4.533333161100951
391932,2.0,3.466662517201211
394652,2.0,3.466662517201211
397372,2.0,3.466662517201211
400093,2.0,3.466662517201211
402813,2.0,3.999997839151081
405533,2.0,3.999997839151081
408254,2.0,3.999997839151081
410977,2.0,3.999997839151081
413697,2.0,3.999997839151081
416416,2.0,3.999997839151081
419137,2.0,3.466662517201211
421858,2.0,3.466662517201211
424578,2.0,3.466662517201211
427298,2.0,3.466662517201211
430018,2.0,3.466662517201211
432741,2.0,3.466662517201211
435461,2.0,3.466662517201211
438181,2.0,2.933334025440519
440900,2.0,2.933334025440519
443622,2.0,2.933334025440519
446341,2.0,3.466662517201211
449061,2.0,3.466662517201211
451781,2.0,3.466662517201211
454502,2.0,3.466662517201211
457222,2.0,3.466662517201211
459942,2.0,3.466662517201211
462662,2.0,3.466662517201211
465383,2.0,3.466662517201211
468103,2.0,3.466662517201211
470824,2.0,3.466662517201211
473544,2.0,4.533333161100951
476266,2.0,4.533333161100951
478986,2.0,4.533333161100951
481706,2.0,4.533333161100951
484432,2.0,4.533333161100951
487154,2.0,4.533333161100951
489876,2.0,3.999997839151081
492596,2.0,3.999997839151081
495316,2.0,3.999997839151081
498037,2.0,2.933334025440519
500757,2.0,2.933334025440519
503477,2.0,2.933334025440519
506196,2.0,2.933334025440519
508917,2.0,5.0666684830508215
511639,2.0,5.0666684830508215
514359,2.0,5.0666684830508215
517078,2.0,3.999997839151081
519802,2.0,3.999997839151081
522522,2.0,3.999997839151081
525243,2.0,3.999997839151081
527962,2.0,3.999997839151081
530684,2.0,3.999997839151081
533404,2.0,3.466662517201211
536124,2.0,3.466662517201211
538844,2.0,3.466662517201211
541565,2.0,3.466662517201211
544285,2.0,1.8666702117299565
547005,2.0,1.8666702117299565
549734,2.0,1.8666702117299565
552457,2.0,3.466662517201211
555182,2.0,3.466662517201211
557902,2.0,3.466662517201211
560622,2.0,3.999997839151081
563345,2.0,3.999997839151081
566072,2.0,3.999997839151081
568792,2.0,2.933334025440519
571512,2.0,2.933334025440519
574235,2.0,2.933334025440519
576955,2.0,2.933334025440519
579675,2.0,3.999997839151081
582395,2.0,3.999997839151081
585116,2.0,3.999997839151081
587836,2.0,3.466662517201211
590556,2.0,3.466662517201211
593276,2.0,3.466662517201211
595998,2.0,3.999997839151081
598718,2.0,3.999997839151081
601446,2.0,3.999997839151081
604166,2.0,3.999997839151081
606888,2.0,3.999997839151081
609615,2.0,3.999997839151081
612335,2.0,3.999997839151081
615055,2.0,3.999997839151081
617778,2.0,3.999997839151081
620504,2.0,3.999997839151081
623224,2.0,2.933334025440519
625944,2.0,2.933334025440519
628668,2.0,2.933334025440519
631388,2.0,2.933334025440519
634108,2.0,2.933334025440519
636829,2.0,2.933334025440519
639550,2.0,3.466662517201211
642270,2.0,3.466662517201211
644990,2.0,3.466662517201211
647710,2.0,3.466662517201211
650437,2.0,2.399998703490649
653158,2.0,2.399998703490649
655878,2.0,2.399998703490649
658598,2.0,3.999997839151081
661321,2.0,3.999997839151081
664040,2.0,3.999997839151081
666760,2.0,2.933334025440519
669480,2.0,2.933334025440519
672202,2.0,2.933334025440519
674922,2.0,4.533333161100951
677643,2.0,4.533333161100951
680363,2.0,4.533333161100951
683084,2.0,4.533333161100951
685804,2.0,3.466662517201211
688524,2.0,3.466662517201211
691244,2.0,3.466662517201211
693965,2.0,2.933334025440519
696685,2.0,2.933334025440519
699405,2.0,2.933334025440519
702125,2.0,3.466662517201211
704847,2.0,3.466662517201211
707567,2.0,3.466662517201211
710287,2.0,3.466662517201211
713007,2.0,3.466662517201211
715738,2.0,3.466662517201211
718459,2.0,3.466662517201211
721180,2.0,2.933334025440519
723899,2.0,2.933334025440519
726621,2.0,2.933334025440519
729341,2.0,5.0666684830508215
732061,2.0,5.0666684830508215
734786,2.0,5.0666684830508215
737508,2.0,3.466662517201211
740228,2.0,3.466662517201211
742948,2.0,3.466662517201211
745668,2.0,3.466662517201211
748390,2.0,3.466662517201211
751109,2.0,3.466662517201211
753830,2.0,3.466662517201211
756549,2.0,3.999997839151081
759271,2.0,3.999997839151081
761991,2.0,3.999997839151081
764711,2.0,2.933334025440519
767437,2.0,2.933334025440519
770159,2.0,2.933334025440519
772879,2.0,3.466662517201211
775601,2.0,3.466662517201211
778320,2.0,3.466662517201211
781042,2.0,3.466662517201211
783763,2.0,3.466662517201211
786491,2.0,3.466662517201211
789211,2.0,3.466662517201211
791932,2.0,4.533333161100951
794653,2.0,4.533333161100951
797373,2.0,4.533333161100951
800093,2.0,2.399998703490649
802814,2.0,2.399998703490649
805534,2.0,2.399998703490649
808254,2.0,4.533333161100951
810975,2.0,4.533333161100951
813696,2.0,4.533333161100951
816417,2.0,4.533333161100951
819138,2.0,3.466662517201211
821858,2.0,3.466662517201211
824580,2.0,3.466662517201211
827306,2.0,5.0666684830508215
830026,2.0,5.0666684830508215
832746,2.0,5.0666684830508215
835469,2.0,3.466662517201211
838189,2.0,3.466662517201211
840911,2.0,3.466662517201211
843631,2.0,4.533333161100951
846353,2.0,4.533333161100951
849073,2.0,4.533333161100951
851792,2.0,4.533333161100951
854512,2.0,3.466662517201211
857234,2.0,3.466662517201211
859958,2.0,3.466662517201211
862679,2.0,2.933334025440519
865399,2.0,2.933334025440519
868121,2.0,2.933334025440519
870841,2.0,3.466662517201211
873561,2.0,3.466662517201211
876282,2.0,3.466662517201211
879003,2.0,2.399998703490649
881723,2.0,2.399998703490649
884452,2.0,2.399998703490649
887172,2.0,2.399998703490649
889893,2.0,2.933334025440519
892613,2.0,2.933334025440519
895333,2.0,2.933334025440519
898063,2.0,2.933334025440519
900796,2.0,2.933334025440519
903519,2.0,2.933334025440519
906240,2.0,3.466662517201211
908960,2.0,3.466662517201211
911682,2.0,3.466662517201211
914409,2.0,3.466662517201211
917129,2.0,3.466662517201211
919852,2.0,3.466662517201211
922574,2.0,3.466662517201211
925294,2.0,3.999997839151081
928014,2.0,3.999997839151081
930742,2.0,3.999997839151081
933465,2.0,3.999997839151081
936185,2.0,3.999997839151081
938906,2.0,3.999997839151081
941626,2.0,4.533333161100951
944352,2.0,4.533333161100951
947072,2.0,4.533333161100951
949793,2.0,5.599996974811514
952512,2.0,5.599996974811514
955234,2.0,5.599996974811514
957954,2.0,5.599996974811514
960679,2.0,4.533333161100951
963408,2.0,4.533333161100951
966128,2.0,4.533333161100951
968848,2.0,4.533333161100951
971569,2.0,4.533333161100951
974289,2.0,4.533333161100951
977011,2.0,3.999997839151081
979737,2.0,3.999997839151081
982460,2.0,3.999997839151081
985180,2.0,3.999997839151081
987902,2.0,3.999997839151081
990622,2.0,3.999997839151081
993342,2.0,3.999997839151081
996062,2.0,3.466662517201211
998784,2.0,3.466662517201211
1001504,2.0,3.466662517201211
1004225,2.0,4.533333161100951
1006944,2.0,4.533333161100951
1009666,2.0,4.533333161100951
1012386,2.0,3.466662517201211
1015112,2.0,3.466662517201211
1017832,2.0,3.466662517201211
1020553,2.0,3.999997839151081
1023274,2.0,3.999997839151081
1025993,2.0,3.999997839151081
1028713,2.0,3.999997839151081
1031442,2.0,1.8666702117299565
1034164,2.0,1.8666702117299565
1036885,2.0,1.8666702117299565
1039607,2.0,3.466662517201211
1042328,2.0,3.466662517201211
1045049,2.0,3.466662517201211
1047769,2.0,3.466662517201211
1050489,2.0,3.466662517201211
1053211,2.0,3.466662517201211
1055931,2.0,3.999997839151081
1058655,2.0,3.999997839151081
1061375,2.0,3.999997839151081
1064097,2.0,3.999997839151081
1066817,2.0,2.933334025440519
1069538,2.0,2.933334025440519
1072259,2.0,2.933334025440519
1074981,2.0,3.466662517201211
1077707,2.0,3.466662517201211
1080435,2.0,3.466662517201211
1083156,2.0,3.466662517201211
1085877,2.0,3.466662517201211
1088598,2.0,3.466662517201211
1091318,2.0,3.999997839151081
1094038,2.0,3.999997839151081
1096760,2.0,3.999997839151081
1099481,2.0,3.999997839151081
1102201,2.0,3.999997839151081
1104921,2.0,3.999997839151081
1107643,2.0,3.999997839151081
1110363,2.0,3.999997839151081
1113087,2.0,3.999997839151081
1115808,2.0,3.999997839151081
1118530,2.0,3.466662517201211
1121250,2.0,3.466662517201211
1123971,2.0,3.466662517201211
1126691,2.0,3.466662517201211
1129413,2.0,3.466662517201211
1132139,2.0,3.466662517201211
1134860,2.0,3.466662517201211
1137580,2.0,3.466662517201211
1140302,2.0,3.466662517201211
1143022,2.0,3.466662517201211
1145743,2.0,3.466662517201211
1148463,2.0,3.466662517201211
1151184,2.0,3.466662517201211
1153905,2.0,3.999997839151081
1156625,2.0,3.999997839151081
1159345,2.0,3.999997839151081
1162067,2.0,4.533333161100951
1164793,2.0,4.533333161100951
1167513,2.0,4.533333161100951
1170233,2.0,4.533333161100951
1172955,2.0,2.933334025440519
1175676,2.0,2.933334025440519
1178396,2.0,2.933334025440519
1181116,2.0,3.466662517201211
1183838,2.0,3.466662517201211
1186559,2.0,3.466662517201211
1189285,2.0,3.999997839151081
1192005,2.0,3.999997839151081
1194733,2.0,3.999997839151081
1197455,2.0,2.933334025440519
1200176,2.0,2.933334025440519
1202896,2.0,2.933334025440519
1205618,2.0,2.933334025440519
1208338,2.0,3.466662517201211
1211059,2.0,3.466662517201211
1213779,2.0,3.466662517201211
1216500,2.0,2.933334025440519
1219225,2.0,2.933334025440519
1221945,2.0,2.933334025440519
1224665,2.0,3.999997839151081
1227388,2.0,3.999997839151081
1230108,2.0,3.999997839151081
1232828,2.0,2.933334025440519
1235548,2.0,2.933334025440519
1238270,2.0,2.933334025440519
1240990,2.0,2.933334025440519
1243711,2.0,1.8666702117299565
1246440,2.0,1.8666702117299565
1249162,2.0,1.8666702117299565
1251882,2.0,3.466662517201211
1254603,2.0,3.466662517201211
1257322,2.0,3.466662517201211
1260044,2.0,3.466662517201211
1262768,2.0,3.466662517201211
1265488,2.0,3.466662517201211
1268208,2.0,3.466662517201211
1270931,2.0,3.466662517201211
1273651,2.0,3.466662517201211
1276371,2.0,3.466662517201211
1279091,2.0,3.466662517201211
1281812,2.0,3.466662517201211
1284533,2.0,3.466662517201211
1287253,2.0,3.999997839151081
1289973,2.0,3.999997839151081
1292696,2.0,3.999997839151081
1295416,2.0,3.466662517201211
1298136,2.0,3.466662517201211
1300856,2.0,3.466662517201211
1303584,2.0,3.466662517201211
1306304,2.0,3.999997839151081
1309025,2.0,3.999997839151081
1311746,2.0,3.999997839151081
1314474,2.0,3.999997839151081
1317194,2.0,3.999997839151081
1319915,2.0,3.999997839151081
1322635,2.0,2.933334025440519
1325357,2.0,2.933334025440519
1328077,2.0,2.933334025440519
1330798,2.0,4.533333161100951
