t_us,cmd_deg,meas_deg
2759,-2.0,2.920353250908077
5493,-2.0,2.920353250908077
8218,-2.0,2.920353250908077
10945,-2.0,-6.63716803165226
13670,-2.0,-6.63716803165226
16392,-2.0,-6.63716803165226
19114,-2.0,-4.513274603032996
21837,-2.0,-4.513274603032996
24566,-2.0,-4.513274603032996
27288,-2.0,1.3274336063304522
30009,-2.0,1.3274336063304522
32731,-2.0,1.3274336063304522
35452,-2.0,2.920353250908077
38172,-2.0,2.920353250908077
40894,-2.0,2.920353250908077
43618,-2.0,2.920353250908077
46338,-2.0,1.3274336063304522
49059,-2.0,1.3274336063304522
51779,-2.0,1.3274336063304522
54506,-2.0,1.3274336063304522
57226,-2.0,1.3274336063304522
59947,-2.0,1.3274336063304522
62669,-2.0,1.3274336063304522
65395,-2.0,1.3274336063304522
68122,-2.0,1.3274336063304522
70843,-2.0,1.3274336063304522
73565,-2.0,1.3274336063304522
76287,-2.0,1.3274336063304522
79011,-2.0,1.3274336063304522
81731,-2.0,-1.3274336063304522
84452,-2.0,-1.3274336063304522
87174,-2.0,-1.3274336063304522
89901,-2.0,0.7964615298361069
92622,-2.0,0.7964615298361069
95342,-2.0,0.7964615298361069
98064,-2.0,1.3274336063304522
100790,-2.0,1.3274336063304522
103511,-2.0,1.3274336063304522
106231,-2.0,1.8584090979193864
108953,-2.0,1.8584090979193864
111679,-2.0,1.8584090979193864
114400,-2.0,1.8584090979193864
117121,-2.0,0.7964615298361069
119843,-2.0,0.7964615298361069
122570,-2.0,0.7964615298361069
125291,-2.0,1.8584090979193864
128011,-2.0,1.8584090979193864
130734,-2.0,1.8584090979193864
133454,-2.0,-0.7964615298361069
136175,-2.0,-0.7964615298361069
138895,-2.0,-0.7964615298361069
141617,-2.0,0.7964615298361069
144337,-2.0,0.7964615298361069
147059,-2.0,0.7964615298361069
149779,-2.0,0.7964615298361069
152501,-2.0,0.26548603824717265
155221,-2.0,0.26548603824717265
157948,-2.0,0.26548603824717265
160669,-2.0,-0.26548603824717265
163392,-2.0,-0.26548603824717265
166113,-2.0,-0.26548603824717265
168838,-2.0,0.7964615298361069
171567,-2.0,0.7964615298361069
174290,-2.0,0.7964615298361069
177010,-2.0,0.7964615298361069
179732,-2.0,0.7964615298361069
182455,-2.0,0.7964615298361069
185177,-2.0,0.7964615298361069
187898,-2.0,0.7964615298361069
